レースコード,1=2=3,1=2=4,1=2=5,1=2=6,1=3=4,1=3=5,1=3=6,1=4=5,1=4=6,1=5=6,2=3=4,2=3=5,2=3=6,2=4=5,2=4=6,2=5=6,3=4=5,3=4=6,3=5=6,4=5=6
20240222MKN09,4.5,24.1,41.3,19.3,3.7,6.1,4.5,44.9,24.1,49.2,23.3,28.5,23.1,156.2,94.5,119.8,32.6,22.3,29.9,119.8
20240222MKN10,7.9,13.4,24.8,114.3,4.8,4.8,82.0,15.7,121.7,125.8,8.2,9.2,80.2,13.3,164.0,198.6,4.7,58.0,82.0,107.8
20240222MKN11,7.0,8.9,53.5,68.6,1.9,11.7,34.3,11.7,28.0,108.2,20.3,55.3,87.0,44.6,91.9,162.4,10.2,25.1,66.7,31.6
20240222MKN12,3.9,4.7,18.8,11.4,3.3,10.3,12.3,19.6,13.7,37.0,49.5,122.7,114.5,151.6,78.1,190.9,95.4,75.8,190.9,119.9
20240222BWK01,2.1,8.9,10.1,22.4,6.2,6.8,20.6,35.8,52.6,55.6,18.5,26.3,41.0,86.4,103.9,132.3,56.7,75.3,94.9,130.3
20240222BWK02,6.6,2.7,5.0,15.8,24.7,41.3,97.9,26.1,67.8,103.2,13.6,17.7,38.1,7.7,18.5,24.7,85.9,190.8,154.2,64.3
20240222BWK03,4.9,7.7,26.1,11.6,17.1,45.3,27.7,78.1,38.2,89.6,4.5,16.1,6.0,29.2,8.7,36.5,59.3,22.5,70.5,70.9
20240222BWK04,6.4,9.1,5.1,25.2,10.2,5.9,28.3,8.4,26.2,16.6,29.9,20.6,72.0,19.7,52.8,42.2,18.5,62.8,41.1,29.1
20240222BWK05,7.8,14.6,21.0,46.6,12.9,17.5,40.4,32.0,49.6,79.5,5.1,6.9,14.2,13.0,22.6,33.1,7.8,13.3,19.5,30.1
20240222BWK06,10.9,4.7,32.0,7.3,7.7,46.4,15.0,23.4,4.7,30.3,20.4,89.1,28.1,55.7,9.1,44.4,72.1,18.7,78.0,27.4
20240222BWK07,9.6,6.1,6.2,38.1,29.4,29.4,65.9,21.4,66.3,93.1,6.5,6.2,40.4,4.0,28.6,27.1,26.7,118.5,105.7,59.8
20240222BWK08,12.2,10.6,17.7,3.7,33.7,38.8,16.5,53.5,16.7,20.9,25.8,41.5,8.1,40.9,5.9,10.3,56.3,30.4,31.0,29.5
20240222BWK09,5.3,12.4,10.6,4.7,36.4,32.6,23.7,54.8,48.2,51.1,15.4,13.1,5.7,28.9,14.8,9.2,69.9,50.6,43.3,55.2
20240222BWK10,11.5,6.4,15.9,13.7,10.3,21.3,16.8,10.2,7.9,21.3,20.6,34.2,32.0,16.3,13.2,25.8,26.3,20.6,35.9,11.6
20240222BWK11,8.8,9.4,31.6,12.1,5.5,18.6,6.9,13.7,5.8,24.1,30.2,75.7,26.6,51.3,20.7,90.4,36.6,16.6,50.9,14.6
20240222BWK12,5.2,5.8,21.8,4.4,12.2,29.7,11.8,36.5,9.9,32.9,18.7,57.2,12.6,62.7,13.4,43.9,73.2,30.3,77.0,51.0
20240222SME01,3.3,6.5,16.2,8.7,12.7,17.2,10.8,32.1,18.6,32.9,15.4,24.9,15.8,38.3,22.5,55.8,32.9,30.2,48.5,41.4
20240222SME02,6.0,2.8,37.0,18.2,3.5,31.8,13.6,18.8,7.7,105.3,30.0,210.6,88.3,144.1,27.6,228.2,94.4,36.0,304.3,57.0
20240222SME03,7.9,3.1,38.8,33.2,3.0,31.5,18.3,12.0,7.5,38.4,39.5,167.7,139.7,60.7,39.1,246.6,44.1,33.0,63.5,35.2
20240222SME04,3.4,10.3,9.4,52.7,5.3,3.5,13.9,22.1,62.0,63.8,27.3,18.0,65.8,93.7,183.3,140.5,28.6,72.7,68.0,131.7
20240222SME05,6.2,14.3,18.8,5.6,10.0,13.1,3.5,33.8,8.9,16.2,65.7,74.1,29.2,141.3,31.4,59.9,122.7,25.3,46.2,40.2
20240222SME06,16.3,21.7,8.4,14.8,55.0,35.4,60.0,39.1,45.6,18.6,25.5,7.3,11.4,9.5,13.4,3.4,65.5,63.2,28.8,12.4
20240222SME07,6.4,13.0,63.6,95.0,2.8,21.6,18.3,20.0,20.1,115.0,8.5,47.2,66.0,45.7,56.1,230.0,7.1,7.9,75.0,28.9
20240222SME08,10.6,11.8,49.7,83.4,2.3,10.5,25.1,10.9,23.0,58.8,13.6,51.0,78.5,58.0,77.0,135.7,7.8,12.2,35.1,27.1
20240222SME09,3.4,4.3,3.1,59.6,21.4,15.9,96.6,12.2,102.1,95.5,25.0,13.7,174.3,12.2,130.7,96.6,48.8,269.3,102.1,116.9
20240222SME10,4.5,21.4,12.2,47.7,3.9,3.3,10.2,12.1,46.4,27.0,75.0,57.8,158.7,87.5,206.8,189.6,17.3,65.0,36.3,66.9
20240222SME11,2.8,4.2,21.8,17.4,3.5,17.2,12.0,22.7,13.3,59.6,45.4,112.0,109.3,158.3,104.3,204.1,116.2,92.7,183.6,161.1
20240222SME12,5.6,3.2,10.1,4.4,19.1,28.0,22.2,21.1,8.5,18.0,60.3,58.0,71.1,59.5,26.9,71.1,92.5,79.4,116.1,38.7
20240222AMG01,2.4,17.1,45.2,61.7,4.8,8.1,11.5,78.3,63.6,101.8,8.0,18.1,23.1,92.5,127.3,291.0,15.2,25.4,41.5,145.5
20240222AMG02,2.1,9.8,75.5,13.0,2.7,33.7,5.4,138.5,31.1,138.5,99.7,191.8,103.9,226.7,415.7,623.6,226.7,226.7,277.1,191.8
20240222AMG03,16.9,20.9,46.1,5.0,13.4,48.9,3.5,43.0,4.5,17.4,50.9,99.7,32.3,77.9,22.4,53.0,65.6,11.8,37.7,15.3
20240222AMG04,2.5,12.7,13.0,70.8,4.0,3.3,23.0,24.2,119.1,106.3,37.2,31.3,124.0,198.5,372.1,175.1,37.2,129.4,90.2,229.0
20240222AMG05,4.9,2.8,9.2,6.7,9.3,28.6,27.6,11.4,7.5,27.3,97.3,143.2,221.3,64.0,42.7,202.8,187.2,202.8,270.5,83.9
20240222AMG06,6.4,2.8,55.3,85.4,2.0,29.6,57.5,10.4,15.1,135.9,38.8,230.0,142.3,99.6,130.0,373.7,54.3,78.6,213.5,99.6
20240222AMG07,3.0,5.2,6.4,13.5,7.4,6.8,19.3,14.9,19.9,18.1,56.8,125.1,260.6,136.0,125.1,115.8,184.0,347.5,115.8,78.2
20240222AMG08,5.0,4.2,23.4,34.8,2.6,8.7,15.8,11.9,24.7,82.7,27.3,101.6,197.6,82.7,154.6,444.7,29.6,71.1,154.6,96.1
20240222AMG09,10.4,14.2,84.9,5.8,7.3,63.4,3.4,69.9,5.3,34.4,31.1,206.9,15.6,216.3,14.0,103.4,216.3,11.1,89.8,51.7
20240222AMG10,3.2,8.2,2.8,28.2,13.7,8.6,53.5,13.0,64.7,30.5,50.2,12.4,123.0,46.0,133.0,55.3,68.3,289.5,114.4,98.4
20240222AMG11,4.2,5.4,8.7,32.8,4.4,7.3,51.6,13.2,49.2,58.8,14.9,19.5,90.1,22.4,81.5,96.3,22.0,96.3,114.5,67.2
20240222AMG12,3.6,7.5,15.5,21.8,3.8,9.0,10.1,17.2,14.5,38.5,22.1,48.4,62.5,74.1,78.7,166.4,42.8,30.8,78.0,56.9
20240222MRG01,9.0,10.3,22.3,5.3,18.3,46.7,10.7,37.1,13.4,21.2,12.0,26.7,12.1,26.3,10.5,21.9,41.0,13.0,24.0,19.2
20240222MRG02,13.0,5.7,43.3,11.0,3.8,39.2,8.1,27.3,4.3,51.9,30.1,159.9,34.0,69.3,17.7,159.9,61.1,13.9,173.2,27.0
20240222MRG03,19.2,3.2,73.3,14.1,12.9,84.1,33.1,50.7,4.2,191.6,15.0,118.9,45.3,56.5,3.4,86.2,137.9,16.5,156.7,38.3
20240222MRG04,11.2,29.6,43.3,9.6,14.0,16.6,2.7,46.3,14.6,18.2,37.7,43.6,12.0,90.5,32.5,45.9,40.7,10.9,9.1,37.7
20240222MRG05,5.8,35.3,52.2,38.7,10.6,9.3,7.8,103.6,66.4,109.2,8.7,10.8,7.0,65.7,30.8,84.9,15.2,9.3,7.3,100.2
20240222MRG06,5.9,4.3,24.4,83.6,1.9,10.1,75.9,10.9,52.8,140.5,33.0,111.9,178.5,69.5,100.1,206.4,28.2,93.0,254.1,169.4
20240222MRG07,6.0,2.3,5.3,38.9,18.6,40.5,95.8,27.1,131.4,228.8,7.6,27.6,177.3,5.6,70.2,139.1,90.9,202.7,322.5,221.7
20240222MRG08,6.4,2.4,5.1,61.2,8.9,23.8,138.2,4.9,52.8,122.5,37.1,112.2,317.0,14.3,89.8,185.8,52.8,207.3,359.3,91.3
20240222MRG09,5.6,7.4,9.1,2.4,33.3,41.1,9.6,41.1,12.9,13.1,77.4,138.5,35.4,56.8,30.0,37.9,88.7,131.6,171.6,51.9
20240222MRG10,2.8,11.8,9.6,44.9,5.4,3.1,32.5,18.4,66.4,47.4,52.6,26.7,134.0,67.5,97.9,121.2,41.9,136.4,94.3,134.0
20240222MRG11,6.2,8.0,14.8,60.7,3.2,5.2,53.4,6.1,58.2,69.8,23.6,37.3,148.1,36.9,157.7,177.7,10.2,79.5,100.8,58.2
20240222MRG12,5.5,3.5,6.1,29.0,5.9,6.8,33.2,5.5,25.1,31.3,121.4,127.5,188.8,62.5,170.0,192.4,94.4,188.8,255.0,122.8
20240222KJM01,4.1,6.3,12.6,34.8,4.5,5.4,13.6,20.5,42.1,49.3,21.8,23.1,65.4,44.3,79.2,153.8,19.3,38.4,46.7,62.2
20240222KJM02,10.2,4.6,16.1,13.0,12.2,41.6,24.5,13.2,6.7,33.3,21.4,58.5,49.1,19.1,11.2,37.3,32.3,12.0,58.5,10.1
20240222KJM03,8.3,5.5,3.7,11.1,23.9,22.4,46.6,8.7,17.7,12.7,24.9,27.1,45.7,13.5,32.0,27.7,45.7,70.6,95.0,32.0
20240222KJM04,11.0,25.7,3.4,67.8,35.0,2.8,81.4,18.5,81.4,26.7,42.4,6.2,56.5,22.6,92.5,27.1,20.7,81.4,26.4,67.8
20240222KJM05,5.0,10.5,19.7,4.4,40.7,49.9,10.3,96.7,36.4,49.9,17.0,25.7,4.6,85.9,13.3,14.1,88.4,29.1,39.1,44.2
20240222KJM06,1.9,4.8,6.6,16.1,23.3,17.6,35.2,35.8,65.1,49.9,16.9,18.5,53.7,49.9,126.4,134.3,89.5,93.4,134.3,238.8
20240222KJM07,14.6,33.6,40.7,149.5,4.3,3.2,32.0,13.8,67.2,61.1,23.4,16.6,112.1,54.9,168.2,269.1,3.2,23.6,30.9,76.9
20240222KJM08,4.0,4.6,16.2,66.9,2.7,9.6,55.5,9.2,24.3,87.0,30.0,52.2,163.1,44.2,163.1,130.5,34.3,79.1,261.0,118.6
20240222KJM09,25.4,24.0,30.2,11.9,6.6,15.3,3.4,22.5,3.3,7.5,170.0,221.0,92.0,122.7,105.2,138.1,58.1,22.1,40.1,45.1
20240222KJM10,1.8,6.9,3.6,20.7,25.3,14.1,40.5,36.2,110.5,59.3,49.6,28.9,127.9,41.2,162.1,110.5,127.9,127.9,221.0,270.1
20240222KJM11,3.3,23.5,9.6,4.4,14.3,8.1,5.4,34.7,24.3,7.5,134.3,237.6,73.5,171.6,123.5,93.6,96.5,88.2,154.4,90.8
20240222KJM12,3.7,13.7,17.7,29.5,3.7,3.4,10.5,18.4,27.2,31.0,57.1,84.5,98.3,124.3,222.5,136.4,36.1,54.2,64.0,89.9
20240222MYJ01,2.7,4.2,7.6,52.1,4.4,7.2,55.3,10.2,75.3,73.3,43.0,69.5,226.1,123.3,301.5,246.7,100.5,246.7,142.8,150.7
20240222MYJ02,2.3,4.2,21.0,7.3,5.4,32.0,21.3,43.2,30.3,96.0,30.8,101.7,23.6,91.0,37.5,101.7,133.0,78.6,192.1,115.3
20240222MYJ03,29.9,7.7,9.1,59.8,24.5,42.7,136.0,17.0,57.5,93.5,5.2,10.4,44.0,3.3,9.0,17.8,16.8,68.0,166.2,27.7
20240222MYJ04,1.4,13.6,21.3,27.8,15.0,20.4,20.1,176.7,98.9,123.7,8.9,16.3,12.4,154.6,137.4,112.4,103.0,98.9,95.1,164.9
20240222MYJ05,9.1,2.2,5.7,13.1,20.6,20.1,73.5,6.6,13.0,35.2,50.9,53.3,110.3,25.0,61.2,76.9,110.3,236.4,254.5,47.9
20240222MYJ06,3.5,2.3,22.9,39.9,3.9,17.7,23.1,16.8,13.5,117.9,48.0,259.5,235.9,185.3,199.6,235.9,259.5,136.5,235.9,173.0
20240222MYJ07,4.9,5.1,2.3,20.7,18.9,8.3,40.5,9.6,30.8,18.0,113.6,83.5,315.5,74.7,258.2,157.7,218.4,405.7,355.0,69.2
20240222MYJ08,11.4,4.8,84.1,53.1,2.0,95.1,22.7,14.1,10.1,124.7,8.8,144.6,109.6,45.2,44.1,212.7,32.8,18.0,139.1,57.4
20240222MYJ09,9.6,2.4,6.1,39.8,6.7,21.0,71.3,3.7,27.4,63.9,78.6,122.7,341.0,28.6,383.6,161.5,99.0,191.8,279.0,93.0
20240222MYJ10,3.6,6.2,60.2,7.1,3.5,54.2,4.0,110.4,8.2,87.1,106.8,276.0,157.7,301.0,157.7,414.0,301.0,66.2,368.0,236.5
20240222MYJ11,7.0,4.3,8.7,37.6,2.7,10.0,25.8,8.9,18.2,45.7,33.4,116.5,164.1,58.2,109.4,180.6,37.6,100.3,240.8,78.5
20240222MYJ12,5.3,16.3,11.0,9.0,6.3,5.0,4.8,23.8,14.6,8.2,154.5,104.6,108.1,190.8,190.8,108.1,135.2,147.5,43.8,147.5
20240222SMS01,2.7,3.1,5.8,48.5,14.6,16.9,81.4,25.5,180.3,114.7,12.2,19.7,81.4,18.9,105.1,100.9,40.0,168.3,180.3,168.3
20240222SMS02,5.1,8.0,11.1,8.0,9.3,9.2,6.6,19.3,16.4,14.3,25.4,46.2,34.0,58.1,34.6,32.2,59.1,54.6,44.5,32.2
20240222SMS03,9.6,17.4,18.1,12.3,9.4,9.1,5.3,9.8,11.2,11.2,38.6,45.6,18.5,65.4,33.6,45.6,39.9,18.5,14.4,26.0
20240222SMS04,9.9,27.8,5.8,12.5,29.9,3.7,6.2,21.5,31.8,4.4,125.4,38.9,44.5,143.3,81.9,38.5,97.8,97.8,23.0,47.7
20240222SMS05,2.6,4.5,28.1,18.8,3.3,20.6,12.5,22.5,13.8,51.8,73.2,139.7,118.2,271.3,118.2,209.6,115.3,87.0,184.5,242.8
20240222SMS06,6.6,25.2,63.5,9.6,5.4,24.6,2.1,72.1,8.3,28.5,62.3,164.6,34.7,267.5,70.5,188.8,136.6,17.9,71.3,94.4
20240222SMS07,3.3,9.8,62.7,26.9,2.0,32.4,7.3,49.7,15.1,122.6,33.0,183.9,86.2,459.8,100.3,344.8,81.1,24.7,250.8,197.0
20240222SMS08,10.1,2.9,26.1,29.9,3.2,22.9,32.8,6.1,10.5,54.1,36.3,135.3,153.7,34.6,56.8,205.0,46.3,63.8,161.0,27.1
20240222SMS09,3.6,35.0,83.4,30.8,2.7,10.0,3.1,89.7,46.6,75.1,52.6,121.4,28.8,196.6,135.4,172.1,59.4,24.0,55.4,129.0
20240222SMS10,19.5,17.1,16.2,8.0,11.3,14.1,8.0,12.2,6.2,5.7,45.6,49.7,58.6,32.9,33.7,33.6,17.5,28.0,31.4,15.7
20240222SMS11,5.4,10.5,4.0,23.6,11.7,4.5,18.5,9.9,55.6,21.7,44.4,18.2,66.3,25.2,116.5,67.1,30.4,80.9,46.9,49.4
20240222SMS12,7.1,3.9,8.3,29.7,4.9,12.8,37.9,5.4,16.1,26.4,36.9,68.9,139.5,23.1,66.8,81.4,37.4,81.4,134.2,32.4
20240222ASY01,2.9,6.6,15.8,18.4,4.2,7.9,11.5,20.0,30.9,38.8,24.5,33.6,31.8,111.3,86.4,99.8,68.9,79.3,86.4,144.7
20240222ASY02,7.9,3.7,57.7,22.2,3.5,47.1,15.2,18.6,5.3,62.5,31.1,204.9,78.2,69.9,22.8,174.8,43.3,16.1,160.6,18.8
20240222ASY03,2.8,21.0,13.5,26.0,6.0,3.0,10.3,24.6,58.5,24.0,78.7,39.7,81.5,175.6,207.5,108.7,43.9,108.7,52.4,169.1
20240222ASY04,2.3,17.7,29.0,41.9,2.8,5.5,8.5,35.2,38.0,57.0,74.1,94.5,143.4,202.0,222.3,296.4,90.7,108.4,103.3,211.7
20240222ASY05,3.1,12.1,51.6,3.3,11.0,78.7,4.1,97.8,13.7,80.6,43.0,137.3,16.5,201.7,34.8,131.7,248.2,48.5,230.5,72.5
20240222ASY06,3.2,4.6,10.6,3.7,18.2,39.8,25.2,103.1,30.7,49.3,34.3,43.2,17.6,47.3,14.0,30.7,184.5,109.5,134.8,103.1
20240222ASY07,5.1,9.7,15.0,56.7,4.4,8.0,25.1,15.8,47.5,40.0,13.1,16.4,56.7,32.3,88.8,87.3,7.2,26.1,28.0,27.1
20240222ASY08,10.0,7.4,8.1,5.3,26.4,21.8,22.7,27.8,24.5,18.4,26.2,21.9,17.5,14.0,9.7,9.1,48.3,41.9,32.2,28.8
20240222ASY09,7.8,10.4,5.3,3.4,20.8,14.2,7.7,13.6,16.3,8.0,229.8,71.5,73.1,89.3,78.4,37.4,214.5,128.7,60.7,58.5
20240222ASY10,7.9,50.3,24.6,18.7,12.3,4.1,3.1,57.8,35.9,8.9,75.0,38.7,29.6,160.2,113.7,50.3,36.3,24.3,8.8,82.0
20240222ASY11,7.6,4.9,6.4,11.3,8.2,10.7,16.0,6.7,11.2,12.3,61.6,98.6,127.9,55.7,76.7,39.6,63.9,76.7,76.7,33.8
20240222ASY12,7.1,8.0,10.7,19.0,5.4,6.7,14.2,10.5,14.2,9.7,35.6,41.4,74.0,60.9,74.0,42.2,28.4,41.1,31.8,23.5
20240222FKO01,4.5,13.1,7.5,7.8,10.5,6.5,5.1,16.1,27.3,7.1,98.8,160.6,135.3,55.8,367.2,183.6,151.2,64.2,57.1,98.8
20240222FKO02,2.1,6.5,30.8,5.4,6.8,33.4,7.2,60.9,27.9,67.9,57.9,88.0,29.3,158.5,113.2,139.8,158.5,81.9,125.1,182.8
20240222FKO03,1.7,22.1,49.6,67.5,6.3,17.3,26.0,84.9,154.8,164.5,5.9,9.8,19.6,97.5,125.3,131.6,37.6,36.0,82.2,219.4
20240222FKO04,4.2,2.6,5.7,12.3,39.5,49.6,116.6,44.0,111.1,129.6,10.6,15.2,26.5,12.8,21.6,41.6,89.7,194.4,166.6,145.8
20240222FKO05,10.6,2.4,124.3,52.8,3.8,64.0,25.4,32.5,7.0,117.4,10.6,211.4,84.5,43.1,10.8,302.0,84.5,23.4,264.2,62.1
20240222FKO06,20.4,59.2,9.4,108.2,14.1,7.5,113.1,5.3,82.9,14.9,35.0,12.7,69.1,11.0,62.2,34.0,4.7,32.3,17.7,8.5
20240222FKO07,8.3,21.6,2.8,14.3,42.2,6.5,29.1,14.5,68.5,9.7,57.1,12.9,50.8,35.1,85.7,8.3,58.3,144.3,31.5,38.6
20240222FKO08,5.4,1.8,11.2,42.1,5.1,17.3,61.0,9.9,73.8,110.7,61.0,63.2,196.8,53.6,126.5,253.0,93.2,221.4,295.2,221.4
20240222FKO09,11.8,6.0,2.8,22.6,36.0,7.9,116.0,6.0,49.7,16.0,74.5,14.5,130.5,9.2,116.0,29.8,69.6,348.0,261.0,74.5
20240222FKO10,7.4,21.2,29.8,3.9,36.2,55.4,15.3,84.9,25.1,41.8,7.4,22.6,4.0,66.2,13.3,20.9,64.7,20.2,30.5,54.3
20240222FKO11,2.5,9.1,3.8,7.4,23.1,11.8,19.1,32.0,29.4,22.8,77.2,40.0,43.9,64.0,83.0,35.0,224.1,203.7,86.1,101.8
20240222FKO12,4.7,6.8,39.7,15.8,2.8,25.5,8.6,19.8,6.1,48.7,45.3,127.1,67.2,108.3,38.7,153.9,99.1,34.8,139.2,87.3
20240223KRY01,12.5,7.6,11.3,21.6,10.2,14.0,29.9,5.7,9.6,13.9,28.8,33.4,50.6,18.9,22.1,31.1,18.8,28.5,35.3,9.3
20240223KRY02,14.4,11.5,15.4,23.2,16.4,12.9,22.2,12.5,18.5,16.1,21.3,22.8,19.6,12.8,18.3,14.7,13.4,17.7,15.2,6.4
20240223KRY03,8.6,7.1,27.2,8.1,12.7,30.3,13.5,27.4,9.9,41.0,13.4,33.3,12.5,35.0,6.6,40.2,28.0,12.6,34.4,24.9
20240223KRY04,12.7,6.0,10.6,36.4,6.8,9.1,23.3,4.8,18.5,29.8,31.2,37.9,89.4,12.8,36.9,91.0,16.7,30.8,39.6,13.9
20240223KRY05,6.3,4.5,40.1,11.1,4.7,45.5,10.7,31.5,5.7,60.4,17.6,140.9,37.8,99.8,16.2,156.3,68.4,12.8,114.1,46.3
20240223KRY06,5.6,2.5,6.1,47.2,8.1,12.1,60.4,4.2,36.3,52.3,75.7,108.3,202.7,68.3,108.3,241.7,74.8,232.8,190.4,146.1
20240223KRY07,2.3,14.3,欠場,15.1,3.2,欠場,5.4,欠場,19.8,欠場,16.0,欠場,14.5,欠場,27.9,欠場,欠場,15.2,欠場,欠場
20240223KRY08,9.5,13.1,3.4,79.3,24.9,4.2,99.4,4.3,72.4,31.3,83.8,24.0,196.7,12.8,192.5,83.0,17.2,205.7,83.0,17.2
20240223KRY09,3.2,20.3,22.9,40.1,4.4,3.8,8.8,30.9,59.4,37.0,31.4,24.9,45.1,141.9,121.7,99.5,21.4,34.8,29.6,109.5
20240223KRY10,2.8,9.5,7.9,29.8,7.1,4.4,17.0,19.4,52.0,25.7,41.8,23.0,79.6,73.1,140.6,69.2,35.1,91.8,44.5,102.2
20240223KRY11,3.8,4.4,11.3,10.7,8.1,26.1,22.6,15.7,16.6,36.4,20.0,29.7,39.2,23.0,22.9,40.0,57.4,55.1,108.3,21.6
20240223KRY12,3.0,4.1,13.4,24.9,4.3,8.8,23.9,16.8,24.0,39.8,29.6,54.3,88.1,83.5,95.1,148.7,68.9,83.5,169.9,66.5
20240223TDA01,9.1,9.7,77.4,11.4,4.6,46.4,4.2,50.8,4.3,40.6,36.1,101.6,35.1,143.5,37.2,139.4,67.7,8.8,64.2,45.1
20240223TDA02,15.8,31.5,21.7,57.5,18.0,4.7,17.5,15.4,64.2,15.1,32.3,11.7,29.6,27.3,102.2,32.3,6.1,18.2,5.1,14.7
20240223TDA03,13.3,31.7,16.8,123.3,7.6,2.8,134.8,10.5,179.8,65.3,20.7,9.4,113.5,26.8,172.6,196.1,3.3,113.5,44.9,107.9
20240223TDA04,13.8,16.0,4.9,18.8,27.3,5.4,27.0,10.6,38.1,6.4,34.2,17.5,41.9,19.3,37.8,14.3,33.5,77.5,18.4,16.9
20240223TDA05,8.0,4.2,31.0,94.9,2.0,14.7,44.2,7.4,20.2,71.2,25.0,87.6,182.3,58.4,77.2,175.2,28.1,81.3,138.1,79.9
20240223TDA06,34.9,29.2,32.3,33.9,9.7,6.4,11.7,5.1,7.8,5.4,82.5,78.5,61.4,59.8,63.8,57.7,16.2,29.0,20.8,7.7
20240223TDA07,4.8,2.9,7.2,9.6,10.7,18.0,26.1,14.4,14.3,33.8,32.1,68.8,51.6,54.5,35.0,75.5,59.5,56.9,112.2,60.4
20240223TDA08,6.4,5.0,75.9,9.1,5.3,63.3,8.1,36.5,6.9,87.6,14.5,108.5,24.4,92.4,14.7,139.5,51.4,10.6,93.6,53.0
20240223TDA09,4.5,2.8,12.6,46.5,7.9,24.6,76.5,12.0,50.7,98.3,7.0,25.8,86.0,12.8,57.9,116.9,24.7,88.5,126.4,56.3
20240223TDA10,3.4,6.5,14.5,4.3,12.3,27.0,10.0,28.0,11.0,25.2,32.3,56.1,29.3,62.2,40.5,63.8,59.3,68.9,89.5,39.2
20240223TDA11,3.4,9.3,4.2,13.1,12.7,8.1,22.2,19.9,37.2,25.3,33.7,18.0,44.5,39.5,68.1,35.8,34.9,64.1,47.3,44.2
20240223TDA12,5.0,6.8,5.0,21.1,8.6,6.7,19.4,8.5,21.8,18.3,38.3,45.3,108.7,39.0,69.3,69.7,35.4,61.9,67.8,24.6
20240223EDG01,4.2,24.9,7.5,18.6,25.8,9.8,22.8,48.3,55.6,34.0,17.6,4.2,9.0,36.3,53.1,15.6,39.9,65.3,20.5,56.2
20240223EDG02,5.4,12.3,70.0,12.9,8.1,36.8,6.5,89.4,16.9,53.8,11.5,59.1,6.4,102.4,14.4,67.7,50.6,6.1,36.8,40.0
20240223EDG03,2.4,8.4,17.2,14.0,11.1,20.9,19.6,44.6,53.0,36.3,7.4,13.4,11.4,50.4,41.1,53.9,61.3,53.0,84.5,94.7
20240223EDG04,6.7,5.0,40.5,23.3,5.5,27.8,18.4,26.7,11.8,61.6,8.0,53.0,19.8,33.4,8.9,111.2,28.0,12.2,80.2,27.8
20240223EDG05,8.6,14.7,3.3,13.1,46.9,23.3,58.1,27.5,58.1,14.3,25.6,10.5,37.3,10.9,31.5,6.3,34.2,66.6,25.4,21.4
20240223EDG06,7.3,8.7,7.8,19.4,8.2,9.0,29.4,6.1,18.1,11.4,45.6,38.0,65.8,23.9,36.4,24.4,29.4,63.8,37.3,11.8
20240223EDG07,6.8,4.6,21.7,55.9,3.4,12.6,31.3,6.5,28.4,71.2,14.6,42.1,103.1,18.4,78.3,87.1,16.1,42.6,69.9,37.6
20240223EDG08,14.7,8.7,17.7,76.3,7.7,16.6,64.4,7.2,50.3,66.3,7.1,13.6,71.5,8.0,44.8,57.2,4.9,29.5,29.9,21.8
20240223EDG09,5.9,13.2,4.8,23.4,14.5,4.5,21.4,6.9,32.1,11.9,46.8,21.0,67.0,39.6,88.3,52.5,29.2,64.7,34.0,33.7
20240223EDG10,3.7,3.5,19.0,11.8,8.7,23.8,28.4,27.3,26.3,72.2,9.4,27.3,27.9,27.1,22.8,58.3,34.3,35.5,60.5,50.9
20240223EDG11,2.9,7.3,5.2,29.6,8.9,7.4,31.2,20.4,57.0,42.2,18.8,17.5,62.5,38.3,99.2,64.3,23.6,80.1,43.9,63.4
20240223EDG12,3.5,17.0,9.1,13.9,10.4,5.5,9.4,24.8,31.2,18.2,33.8,17.6,23.0,65.0,82.7,42.8,34.3,41.1,20.3,58.0
20240223HWJ01,7.2,8.1,12.5,6.1,11.3,23.8,8.9,13.7,8.7,23.5,28.5,35.3,28.1,36.4,14.2,44.2,36.4,24.2,39.9,20.7
20240223HWJ02,4.6,2.7,7.3,38.7,12.9,43.3,83.0,13.9,50.1,171.0,9.9,20.7,37.2,8.0,50.1,107.6,43.3,100.2,171.0,96.9
20240223HWJ03,10.9,5.3,20.2,41.2,5.6,15.4,27.0,10.9,22.6,44.9,6.6,22.2,41.8,12.4,26.0,61.0,10.7,25.2,42.4,30.2
20240223HWJ04,8.2,27.7,16.6,6.3,83.3,18.7,6.2,170.4,62.5,13.4,70.7,11.5,4.1,98.6,44.6,11.2,46.8,58.5,8.6,52.0
20240223HWJ05,10.0,3.3,21.7,8.2,10.7,33.8,25.8,12.3,5.8,32.0,32.0,77.9,64.1,23.2,12.3,70.3,56.6,43.2,109.1,12.9
20240223HWJ06,7.3,13.7,10.2,4.5,28.5,16.1,7.4,25.5,18.2,9.7,43.4,36.8,12.3,58.3,31.0,17.1,54.1,34.4,18.2,26.2
20240223HWJ07,16.0,38.3,4.6,25.0,63.4,13.2,60.7,22.1,61.6,17.5,17.7,4.6,27.6,10.3,40.9,6.6,22.2,57.4,15.0,18.0
20240223HWJ08,3.5,4.0,欠場,6.8,12.7,欠場,19.4,欠場,19.9,欠場,4.6,欠場,9.1,欠場,11.0,欠場,欠場,14.3,欠場,欠場
20240223HWJ09,15.2,14.0,5.1,21.3,39.2,11.0,53.4,15.1,38.3,18.2,21.1,8.5,28.8,9.8,19.6,8.3,20.4,42.6,16.8,14.0
